filename, alert, drowsy
1652_jpg.rf.410a5c4bf3815d8c411c4d545ca42606.jpg, 1, 0
26_jpg.rf.408b527560653bf94769286a80454e3f.jpg, 1, 0
635_jpg.rf.409741c60eacc43fffcffaee37b61fbc.jpg, 1, 0
636_jpg.rf.4133d3588ac06a166e13b32eeb08000f.jpg, 0, 1
1447_jpg.rf.4000e6a28fbcc21095751c52d1b0a983.jpg, 1, 0
704_jpg.rf.407ef37a95c6a91a065c944b46cdf345.jpg, 0, 1
583_jpg.rf.40dc26a77c85c61d90a4f2b42c4d455c.jpg, 0, 1
424_jpg.rf.40dff4e7f010078aa72648cd7136bff6.jpg, 0, 1
543_jpg.rf.4135a4998eb631935a05b77079adaa1a.jpg, 0, 1
2216_jpg.rf.3f3a4f1d917a0e29b7e23fdd0af5878d.jpg, 1, 0
147_jpg.rf.4007e68345bc4092ff2c6d6d39958f93.jpg, 1, 0
2500_jpg.rf.407ce4166638a2fd0157ea022ad252b2.jpg, 1, 0
644_jpg.rf.40479c0f598120e604fac372ab00c860.jpg, 0, 1
233_jpg.rf.413fe5580dda4ef0b1d62a5233dce156.jpg, 1, 0
78_jpg.rf.404bd5e0a31025687c2375e06ecf0673.jpg, 0, 1
89_jpg.rf.4012a8288bc824259c6f17df11aa726f.jpg, 0, 1
659_jpg.rf.3fb149481d5fdd55dd30c3b4fb283bd8.jpg, 1, 0
1493_jpg.rf.4038d48899e04e28330d1a4fab7177ec.jpg, 1, 0
558_jpg.rf.3fbd0499d5b789044945cfdb4817ee4c.jpg, 0, 1
295_jpg.rf.3fafe5ff30b2103b524faf93edd08117.jpg, 0, 1
206_jpg.rf.400f7149535b58c153f280846493750f.jpg, 0, 1
572_jpg.rf.3f47338ab2346495f9e4d37fa081a20b.jpg, 0, 1
145_jpg.rf.414c7d26046da952dc0363a4c9a71bfa.jpg, 0, 1
1543_jpg.rf.40657db54d2bbaf1c3eedbe8acfbef55.jpg, 1, 0
365_jpg.rf.41790837074b8719779fd645b0f656fe.jpg, 0, 1
531_jpg.rf.4061c82caf3ba1df9a0b0e4e5a86a793.jpg, 0, 1
332_jpg.rf.416a4e4e0a4721c4676830533dc8e41b.jpg, 1, 0
61_jpg.rf.4216018cda5e566d7be81a1c7dfd4cbb.jpg, 0, 1
278_jpg.rf.416a92e1ea4fbc0f72a05dee955567ba.jpg, 0, 1
1209_jpg.rf.421f1f4d0748c7e99fd1ffe7be979b1a.jpg, 1, 0
1174_jpg.rf.422a7574fe085f0bb95b4e3935ba927c.jpg, 1, 0
130_jpg.rf.41a7aa106800f8afbb30328a8aeb2990.jpg, 0, 1
1497_jpg.rf.419586cc767e5a2f06e684b2211fd5d5.jpg, 1, 0
1266_jpg.rf.42aae7e1f1d8dfa04ff1927f1436e8ff.jpg, 1, 0
271_jpg.rf.4196cad9e717785706c22948cf47241a.jpg, 0, 1
1880_jpg.rf.420f4f61c6fda03a61fd9ade93f1853c.jpg, 1, 0
375_jpg.rf.41c552b4f953e5f35b25ecdbc0a469bb.jpg, 0, 1
1046_jpg.rf.42554f448dbde153881e81345bce12d2.jpg, 1, 0
1558_jpg.rf.4269684bdbc80793aac50265e9713575.jpg, 1, 0
557_jpg.rf.41e0e8ca30c6dc7ac7e340bb4e33bd5a.jpg, 1, 0
68_jpg.rf.421d264c33025641b99e40ae19734283.jpg, 0, 1
552_jpg.rf.425d87064869182006119856e58bf966.jpg, 0, 1
2539_jpg.rf.426149b3a758e502d6971dd77286b8a3.jpg, 1, 0
2426_jpg.rf.422409d19804edb858e73c9444fd0dbf.jpg, 1, 0
348_jpg.rf.42e67fd8ae4e95e7431756b742f8ae41.jpg, 0, 1
394_jpg.rf.432775691529ad25baf6865f1d38e30b.jpg, 0, 1
630_jpg.rf.4311dba5d8b06aad6fdc50b38804e402.jpg, 0, 1
603_jpg.rf.42bd406ee4d7f43350bfa03c4a76b07d.jpg, 0, 1
32_jpg.rf.426278a820998f9ce662c599506a0637.jpg, 0, 1
421_jpg.rf.41870455e377e7bf7f7ef7c4c69bf837.jpg, 0, 1
612_jpg.rf.438ed6ab6655792f31ea7c62511f45ac.jpg, 0, 1
561_jpg.rf.4401773ab7f9e42ac3fdfedf1b9f48bb.jpg, 0, 1
201_jpg.rf.43fde8ab0768ca24b0b61a80c5edcacf.jpg, 1, 0
299_jpg.rf.44061f09bacd5bbcc7278f279f522d7f.jpg, 0, 1
85_jpg.rf.443ba0a10505e98348f1e804393c98fc.jpg, 0, 1
482_jpg.rf.43bb57ed16f955a31d3f4892cf3bb2dd.jpg, 1, 0
119_jpg.rf.4451d9382c9ba41a505d9f3ea53b41c3.jpg, 0, 1
683_jpg.rf.4490a9e391a76353d77e1029cdbd2ef6.jpg, 0, 1
673_jpg.rf.435913d7af031dcf6d0cb2308f0c38f4.jpg, 0, 1
371_jpg.rf.43f38c46b366e8a27a4c59db3bcd8132.jpg, 1, 0
2014_jpg.rf.44b4582959199841a2267adf6bbb7e67.jpg, 1, 0
2222_jpg.rf.43a2461ced20bcec5b55b6c3ac1a06ad.jpg, 1, 0
729_jpg.rf.43a0078bbfc948939314b2e042ad6c2f.jpg, 1, 0
98_jpg.rf.439bf961782d7ced1c069de62d391f3a.jpg, 1, 0
54_jpg.rf.44c31610396e9db434e2b95b463c8c89.jpg, 0, 1
78_jpg.rf.44121f0cf7928968ee2946aba756d2a3.jpg, 0, 1
1899_jpg.rf.44b7d3e97ed7b9699b9f02740224a69c.jpg, 1, 0
299_jpg.rf.448b4255cc45a316b675839dbf36f2d6.jpg, 0, 1
2223_jpg.rf.44797996b37ff8c3121a6dd5cbe371cf.jpg, 1, 0
209_jpg.rf.43a3566f0fb1a8c97ebc86c151f48351.jpg, 1, 0
1067_jpg.rf.4479a746ee0239416179544e07f44430.jpg, 1, 0
1121_jpg.rf.44011eb66ef50052791f34c4b48f85ef.jpg, 1, 0
2374_jpg.rf.44788ef174732da1cef61e8bf15198c2.jpg, 1, 0
440_jpg.rf.449733019e8d0eb20a3e5ab41c3a2dd3.jpg, 0, 1
680_jpg.rf.442565d3aa101745dca7fc79366082f6.jpg, 0, 1
660_jpg.rf.44e2c755ef0e93e12801b6ea0e046bf4.jpg, 1, 0
1459_jpg.rf.453ef4300b0a6da5e079f0ada1b4a4d4.jpg, 1, 0
7_jpg.rf.4622cb3bf8ecaa3048da362fb7fbb725.jpg, 0, 1
156_jpg.rf.45150fd431ed4f9388ef0fdc92d3d1bf.jpg, 0, 1
588_jpg.rf.44da6642658b2d7af57422415ad6e782.jpg, 0, 1
5_jpg.rf.45c74a53c3102c1b9da5bdd12f226332.jpg, 0, 1
683_jpg.rf.44edabb630081a5e8795c8887993e55d.jpg, 1, 0
287_jpg.rf.44e33511ed809950354e88d6866f9f38.jpg, 0, 1
363_jpg.rf.45b7ced05d268053fc8f473741f00f6f.jpg, 0, 1
80_jpg.rf.464f77ee351783ca3c7d85031d15d21e.jpg, 0, 1
198_jpg.rf.45f9275ecb5ca364ca59191cb3068e3e.jpg, 0, 1
760_jpg.rf.454dd5a080e87e487455c447ddcaeb8e.jpg, 1, 0
647_jpg.rf.46119d22656aa6025e5ab11d9bbe0cd8.jpg, 0, 1
10_jpg.rf.466c6d81e9dcd0b4c0b3381a0c3203f5.jpg, 0, 1
629_jpg.rf.45c40d4a43e0d3cafc4acb10e5d12564.jpg, 0, 1
110_jpg.rf.46aa02e85694e3f9ea9f7d30e70c7420.jpg, 0, 1
3_jpg.rf.4609359af0f0ed33b80e32f7e79906b9.jpg, 1, 0
1368_jpg.rf.45f187cc7855bbfeab08cd71b3af1183.jpg, 1, 0
1003_jpg.rf.4670915b4eb6cb2c4d97bf1a76372270.jpg, 1, 0
831_jpg.rf.452b49bf16523f460c579511695fec32.jpg, 1, 0
2540_jpg.rf.462bb7ca54fcffd5caa7e1ceeb7356fd.jpg, 1, 0
188_jpg.rf.46789944cbefe4dad532c92b2b79a28f.jpg, 0, 1
421_jpg.rf.44d12afc495461bbae7bc90cb72991b5.jpg, 0, 1
1597_jpg.rf.45f3fd9ea3106451bc5d39966894b679.jpg, 1, 0
2350_jpg.rf.45ac89eada9cbcc72f0cede3c0f67056.jpg, 1, 0
1816_jpg.rf.46b52517f286182958201d776008c048.jpg, 1, 0
1487_jpg.rf.48327e1381193028ce67397c9f71d632.jpg, 1, 0
142_jpg.rf.46cce8e7fe005d194cd0752d2e9b80bf.jpg, 0, 1
281_jpg.rf.475361ef4a304112ede7e01741cb3076.jpg, 0, 1
1368_jpg.rf.47d702682dff97f3766778c1a290059a.jpg, 1, 0
2541_jpg.rf.470634c5118d2f339764015afb0c6596.jpg, 1, 0
77_jpg.rf.475fea0ef22407dda6ec312c6ea7c6ba.jpg, 1, 0
681_jpg.rf.48597d6824f0ee8ae5013f11eb003e02.jpg, 1, 0
409_jpg.rf.46f4f3ea03a9b5fa0fae3b6fcab885f5.jpg, 0, 1
657_jpg.rf.480f0e29cc820420688e0c1dde184ec3.jpg, 0, 1
18_jpg.rf.4949468803531b773666995368790fd2.jpg, 0, 1
395_jpg.rf.490a765a9078915f11283d8bca6f7f48.jpg, 0, 1
682_jpg.rf.49266c93b01b47dcd95bcda12b879f8d.jpg, 1, 0
78_jpg.rf.48b9c280671c160c92f7c39a5e855f13.jpg, 0, 1
286_jpg.rf.494961cc975de999c104922a7533d8b0.jpg, 0, 1
130_jpg.rf.46efb12ebbd00ea48401c3e2482fb575.jpg, 0, 1
1987_jpg.rf.4893375c5bf4b1d301b1e7c45d5c9076.jpg, 1, 0
350_jpg.rf.49548e3551966b9691185558258e85e4.jpg, 0, 1
572_jpg.rf.48014ccdcdb1b8d1f642d5c42bb6fe65.jpg, 0, 1
295_jpg.rf.470c195eac818b322d4bfea46b1bf8e3.jpg, 1, 0
532_jpg.rf.493bc4fe961873684a667921e92dce94.jpg, 0, 1
191_jpg.rf.4878d8634b83f3c38f8cc4fab0187c26.jpg, 0, 1
1642_jpg.rf.46e5550435db3bb8bb929bc933d9f694.jpg, 1, 0
451_jpg.rf.49a7968dd61e8a2a1cfa1c4b4f1d15fe.jpg, 0, 1
254_jpg.rf.4917bfcd03beb50749a2afbf38ea2431.jpg, 1, 0
2297_jpg.rf.48adb236c5106904c9b7cdcc4077b7b1.jpg, 1, 0
1042_jpg.rf.485643733a2b2ebe96908b5b0d5320ba.jpg, 1, 0
1938_jpg.rf.49f0f8536dfa4c0b0fa2d5e78616bddd.jpg, 1, 0
1874_jpg.rf.49be05047eb95cb7337e9db3883672f0.jpg, 1, 0
558_jpg.rf.4a3dee62f29b9268778cf1c447dac851.jpg, 0, 1
177_jpg.rf.4a42ab120dfaef9c2e098b81d0db5449.jpg, 1, 0
555_jpg.rf.49ae81a56cbe4069d25c416622231a94.jpg, 0, 1
90_jpg.rf.4a469f011c920598665e9d9982a2bfce.jpg, 0, 1
707_jpg.rf.49c052034ecd1a58f63b85deca8bc1ee.jpg, 0, 1
674_jpg.rf.4ac297a3b111a78c44e8a6deec2dbff3.jpg, 0, 1
650_jpg.rf.4aeec2f168990a80b4aa3351d99d1623.jpg, 0, 1
1779_jpg.rf.4bcacb02789e4b8253cce1c11e6cee0d.jpg, 1, 0
654_jpg.rf.4a52ca28baec080d058a17bc9c513c4a.jpg, 0, 1
2356_jpg.rf.4a817cc78c8db7f500ad54ca4484565e.jpg, 1, 0
651_jpg.rf.4c92a3281e18288834038df617977dc8.jpg, 0, 1
478_jpg.rf.4a4517c8fe9513af349972cf6102c9e1.jpg, 0, 1
2252_jpg.rf.4a23018f71b68df2bdc644ae4f5c9429.jpg, 1, 0
1_jpg.rf.4af599257efa93850015210de1eb19c0.jpg, 1, 0
92_jpg.rf.4b67975848250d958befb8fd2502c9a7.jpg, 0, 1
2221_jpg.rf.4ac1e8b496ff0e7ec51ab5e558591fcb.jpg, 1, 0
